scenario_id,location_id,pv_capacity_mwp,tes_capacity_mwh_th,critical_peak_uplift,critical_peak_window_set,controller,run_dir,status,facility_energy_kwh,grid_import_kwh,pv_generation_kwh,pv_spill_kwh,pv_used_kwh,pv_self_consumption_ratio,pv_facility_load_coverage_ratio,peak_grid_kw,total_cost,energy_cost,critical_peak_duration_h,critical_peak_grid_kwh,critical_peak_avg_grid_kw,critical_peak_pv_used_kwh,critical_peak_tes_discharge_kwh_th,critical_peak_tes_charge_kwh_th,tes_charge_kwh_th,tes_discharge_kwh_th,tes_discharge_cp_ratio,tes_effective_capacity_kwh_th,tes_cp_capacity_utilization,soc_initial,soc_final,soc_delta,soc_min_observed,soc_max_observed,grid_balance_max_abs_error_kw,signed_valve_max_abs_delta,signed_valve_violation_max,peak_reduction_kw,peak_reduction_ratio,critical_peak_cost_impact,critical_peak_suppression_ratio,critical_peak_grid_reduction_kwh,marginal_cp_suppression_per_mwh,marginal_peak_reduction_per_mwp,diminishing_return_after_this_capacity,is_pareto_frontier,pareto_rank,is_recommended
phase3_nanjing_pv20mwp_tes0mwh_cp00,nanjing,20.0,0.0,0.0,evening,paper_like_mpc_tes_relaxed,results\phase3_pv_tes_sizing\full_matrix_real_ep_pvgis\runs\phase3_nanjing_pv20mwp_tes0mwh_cp00,completed,85702848.69906802,63449999.377976276,25086636.0,2833786.678908254,22252849.321091745,0.8870399889842442,0.25965122115402606,10349.67288561665,5491806.423202323,5491806.423202323,1460.0,13416656.601276927,9189.490822792415,1023170.8,0.0,0.0,0.0,0.0,,0.0,,0.5,0.5,0.0,0.5,0.5,9.094947017729282e-13,0.0,0.0,10.417158613097854,0.0010055085012412506,0.0,,,,,False,False,,False
phase3_nanjing_pv20mwp_tes0mwh_cp20,nanjing,20.0,0.0,0.2,evening,paper_like_mpc_tes_relaxed,results\phase3_pv_tes_sizing\full_matrix_real_ep_pvgis\runs\phase3_nanjing_pv20mwp_tes0mwh_cp20,completed,85702848.69906802,63449999.377976276,25086636.0,2833786.678908254,22252849.321091745,0.8870399889842442,0.25965122115402606,10349.67288561665,5888673.811693902,5888673.811693902,1460.0,13416656.601276927,9189.490822792415,1023170.8,0.0,0.0,0.0,0.0,,0.0,,0.5,0.5,0.0,0.5,0.5,9.094947017729282e-13,0.0,0.0,10.417158613097854,0.0010055085012412506,396867.38849157933,0.0,0.0,,0.0,False,True,1.0,False
phase3_nanjing_pv20mwp_tes9mwh_cp00,nanjing,20.0,9.0,0.0,evening,paper_like_mpc_tes_relaxed,results\phase3_pv_tes_sizing\full_matrix_real_ep_pvgis\runs\phase3_nanjing_pv20mwp_tes9mwh_cp00,completed,85747740.59077817,63394587.903725006,25086636.0,2733483.31294684,22353152.68705316,0.891038267827267,0.2606850341833631,10360.090044229748,5473275.223833842,5473275.223833842,1460.0,13412126.472154621,9186.387994626453,1023170.8,22657.822873953803,7.464352929918322,1310777.6374053042,1035903.6543390325,0.021872519494499542,6300.0,3.596479821262508,0.5,0.5120002868449297,0.012000286844929708,0.15,0.8496249315702282,9.094947017729282e-13,0.25000000000000006,5.551115123125783e-17,0.0,0.0,0.0,,,,,False,False,,False
phase3_nanjing_pv20mwp_tes9mwh_cp20,nanjing,20.0,9.0,0.2,evening,paper_like_mpc_tes_relaxed,results\phase3_pv_tes_sizing\full_matrix_real_ep_pvgis\runs\phase3_nanjing_pv20mwp_tes9mwh_cp20,completed,85765021.65340954,63389666.763179526,25086636.0,2711281.109769981,22375354.89023002,0.891923288966684,0.2608913804120808,10360.090044229748,5871566.101087978,5871566.101087978,1460.0,13006656.702199642,8908.668974109343,1023170.8,2050006.6726488536,7.464352929918322,2489640.3878490957,2083020.2166088645,0.9841511168750169,6300.0,325.39788454743706,0.5,0.5179362077851514,0.01793620778515137,0.15,0.8496248457303394,9.094947017729282e-13,0.25,0.0,0.0,0.0,398290.8772541359,-0.0035868121287743193,409999.8990772851,-0.0003985346809749244,0.0,False,True,1.0,False
phase3_nanjing_pv20mwp_tes18mwh_cp00,nanjing,20.0,18.0,0.0,evening,paper_like_mpc_tes_relaxed,results\phase3_pv_tes_sizing\full_matrix_real_ep_pvgis\runs\phase3_nanjing_pv20mwp_tes18mwh_cp00,completed,85791610.0655395,63319506.87332145,25086636.0,2614532.807781963,22472103.192218035,0.8957798563433549,0.26193823819194834,10360.090044229748,5466255.1639124965,5466255.1639124965,1460.0,13411317.286481813,9185.833757864255,1023170.8,26718.75,23.063065413374247,2556663.6991061363,2014523.6475524257,0.013263060988369298,12600.0,2.1205357142857144,0.5,0.5120002868449297,0.012000286844929708,0.15,0.8495999417295145,9.094947017729282e-13,0.25000000000000006,5.551115123125783e-17,0.0,0.0,0.0,,,,,False,False,,False
phase3_nanjing_pv20mwp_tes18mwh_cp20,nanjing,20.0,18.0,0.2,evening,paper_like_mpc_tes_relaxed,results\phase3_pv_tes_sizing\full_matrix_real_ep_pvgis\runs\phase3_nanjing_pv20mwp_tes18mwh_cp20,completed,85825379.03310978,63286699.39186099,25086636.0,2547956.3587511987,22538679.6412488,0.8984337175079512,0.26261089546197997,10360.090044229748,5816796.76643931,5816796.76643931,1460.0,12592175.42676828,8624.777689567316,1023170.8,4122428.0485178614,23.063013623729333,4943689.3728528675,4140895.8036881294,0.9955401545835035,12600.0,327.1768292474493,0.5,0.5074283106510271,0.007428310651027115,0.15,0.8495999662239807,9.094947017729282e-13,0.25,0.0,0.0,0.0,350541.60252681375,0.11672862852460986,824481.1745086461,0.013368382294820465,0.0,False,True,1.0,False
phase3_nanjing_pv20mwp_tes36mwh_cp00,nanjing,20.0,36.0,0.0,evening,paper_like_mpc_tes_relaxed,results\phase3_pv_tes_sizing\full_matrix_real_ep_pvgis\runs\phase3_nanjing_pv20mwp_tes36mwh_cp00,completed,85848773.05702677,63260720.750277385,25086636.0,2498583.693250601,22588052.3067494,0.9004018038428667,0.2631144453485064,10360.090044229748,5463801.948875298,5463801.948875298,1460.0,13411371.610343125,9185.87096598844,1023170.8,26718.75,305.5471442394987,3186688.7954504895,2334502.0519855274,0.011445160211906998,25200.0,1.0602678571428572,0.5,0.5120002868449297,0.012000286844929708,0.2849381805229181,0.8495873542799075,9.094947017729282e-13,0.25000000000000006,5.551115123125783e-17,0.0,0.0,0.0,,,,,False,False,,False
phase3_nanjing_pv20mwp_tes36mwh_cp20,nanjing,20.0,36.0,0.2,evening,paper_like_mpc_tes_relaxed,results\phase3_pv_tes_sizing\full_matrix_real_ep_pvgis\runs\phase3_nanjing_pv20mwp_tes36mwh_cp20,completed,85904082.16799337,63157369.96347421,25086636.0,2339923.795480836,22746712.204519164,0.9067262826518137,0.2647919822952752,10360.090044229748,5744461.007787721,5744461.007787721,1460.0,12251319.380949318,8391.314644485834,1023170.8,5829899.52532539,3341.9606348491525,7135027.851185987,5854436.358436708,0.9958088479216348,25200.0,231.34521925894404,0.5,0.5003647222536242,0.0003647222536241612,0.15,0.8495873152624953,9.094947017729282e-13,0.25000000000000006,5.551115123125783e-17,0.0,0.0,280659.05891242344,0.2928140052546081,1165337.2203276083,0.009782520929444347,0.0,False,True,1.0,False
phase3_nanjing_pv20mwp_tes72mwh_cp00,nanjing,20.0,72.0,0.0,evening,paper_like_mpc_tes_relaxed,results\phase3_pv_tes_sizing\full_matrix_real_ep_pvgis\runs\phase3_nanjing_pv20mwp_tes72mwh_cp00,completed,85955706.55458874,63307248.607971966,25086636.0,2438178.053383222,22648457.946616776,0.9028096850696433,0.2634898700091913,10360.090044229748,5465982.1421304,5465982.1421304,1460.0,13411656.342037102,9186.065987696646,1023170.8,26718.75,1786.1519529172454,3776857.884707243,2367304.842307247,0.011286569233710981,50400.0,0.5301339285714286,0.5,0.5120002868449297,0.012000286844929708,0.4158295454716278,0.8495810125003258,9.094947017729282e-13,0.25000000000000006,5.551115123125783e-17,0.0,0.0,0.0,,,,,False,False,,False
phase3_nanjing_pv20mwp_tes72mwh_cp20,nanjing,20.0,72.0,0.2,evening,paper_like_mpc_tes_relaxed,results\phase3_pv_tes_sizing\full_matrix_real_ep_pvgis\runs\phase3_nanjing_pv20mwp_tes72mwh_cp20,completed,86008431.80780672,63125667.18205474,25086636.0,2203871.374248029,22882764.625751972,0.912149585370951,0.2660525735068102,10360.090044229748,5723250.876317391,5723250.876317391,1460.0,12388300.108087081,8485.137060333618,1023170.8,5212168.719946496,73201.70415716492,8671945.084089495,6810493.191008009,0.7653144308004296,50400.0,103.41604603068444,0.5,0.4969542418941691,-0.003045758105830909,0.15,0.8495766494686094,9.094947017729282e-13,0.25000000000000006,5.551115123125783e-17,0.0,0.0,257268.73418699112,0.35175138686798446,1028356.4931898452,0.0016371494892604545,0.0,False,True,1.0,True
