step,simulation_step,timestamp,soc,tes_avg_temp_c,tes_set_echo,tes_use_avail_echo,tes_source_avail_echo,chiller_avail_echo,tes_use_side_kw,tes_source_side_kw,tes_tank_temp_c,zone_temp_c,outdoor_drybulb_c,outdoor_wetbulb_c,chiller_electricity_kw,chiller_cooling_kw,facility_electricity_kw,purchased_electricity_kw,pv_kw,grid_import_kw,pv_adjusted_cost,price_per_kwh,tes_set_command,controller,price_per_kwh_action,pv_kw_action,soc_action,tes_set,q_tes_net_kw_th_pred,q_chiller_kw_th_pred,solver_status,solver_time_s,fallback,fallback_reason,tes_set_written
43,185,2024-01-02 22:15:00,1.0,6.14822237584632,0.0,0.0,0.0,1.0,0.0,0.0,6.149417180230962,24.583989034496536,3.5,0.04744201561355238,0.0,0.0,7141.316361357075,7141.316361357074,0.0,7141.316361357075,51.774543619838795,0.029,0.0,no_control,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
44,186,2024-01-02 22:30:00,1.0,6.149018921498889,0.0,0.0,0.0,1.0,0.0,0.0,6.150213659963374,24.583802176227234,3.3500000000000005,0.11605082698422882,0.0,0.0,7146.7839015619265,7146.783901561927,0.0,7146.7839015619265,51.81418328632397,0.029,0.0,no_control,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
45,187,2024-01-02 22:45:00,1.0,6.149815422980836,0.0,0.0,0.0,1.0,0.0,0.0,6.151010097446921,24.58363635025431,3.2,0.1807632711273731,0.0,0.0,7152.1605413318375,7152.160541331836,0.0,7152.1605413318375,51.853163924655824,0.029,0.0,no_control,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
46,188,2024-01-02 23:00:00,1.0,6.150611881576381,0.0,0.0,0.0,1.0,0.0,0.0,6.151806493592108,24.583495072416746,3.1250000000000004,0.07099461191425917,0.0,0.0,7143.150415211882,7143.150415211881,0.0,7143.150415211882,148.22037111564657,0.083,0.0,no_control,0.083,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
47,189,2024-01-02 23:15:00,1.0,6.151408298374493,0.0,0.0,0.0,1.0,0.0,0.0,6.1526028494613065,24.58337088579512,3.05,-0.25395460495370475,0.0,0.0,7119.814850459731,7119.81485045973,0.0,7119.814850459731,51.618657665833055,0.029,0.0,no_control,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
48,190,2024-01-02 23:30:00,1.0,6.152204674415249,0.0,0.0,0.0,1.0,0.0,0.0,6.15339916579466,24.58325867297545,2.9749999999999996,-0.3602624427160445,0.0,0.0,7113.120265757284,7113.120265757284,0.0,7113.120265757284,51.57012192674031,0.029,0.0,no_control,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
49,191,2024-01-02 23:45:00,1.0,6.153001010512494,0.0,0.0,0.0,1.0,0.0,0.0,6.154195443111181,24.583154623861297,2.9,-0.4661639167962876,0.0,0.0,7106.850074795989,7106.850074795988,0.0,7106.850074795989,51.52466304227092,0.029,0.0,no_control,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
50,192,2024-01-03 00:00:00,1.0,6.15379730730092,0.0,0.0,0.0,1.0,0.0,0.0,6.154991681765235,24.58303755780054,2.675,-0.65475764667674,0.0,0.0,7096.583912794977,7096.583912794977,0.0,7096.583912794977,51.45023336776358,0.029,0.0,no_control,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
51,193,2024-01-03 00:15:00,1.0,6.154593565315485,0.0,0.0,0.0,1.0,0.0,0.0,6.155787881196055,24.582913430808485,2.45,-0.8435853401994047,0.0,0.0,7087.3323328732995,7087.3323328732995,0.0,7087.3323328732995,51.38315941333143,0.029,0.0,no_control,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
52,194,2024-01-03 00:30:00,1.0,6.155389784360721,0.0,0.0,0.0,1.0,0.0,0.0,6.156584041100224,24.58278288337395,2.225,-1.0326459548170825,0.0,0.0,7078.967385940473,7078.967385940472,0.0,7078.967385940473,51.32251354806843,0.029,0.0,no_control,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
53,195,2024-01-03 00:45:00,1.0,6.1561859640006755,0.0,0.0,0.0,1.0,0.0,0.0,6.157380161202013,24.582645392009844,2.0,-1.2219402789647673,0.0,0.0,7071.386443380268,7071.386443380268,0.0,7071.386443380268,51.26755171450695,0.029,0.0,no_control,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
54,196,2024-01-03 01:00:00,1.0,6.156982104038377,0.0,0.0,0.0,1.0,0.0,0.0,6.1581762412030905,24.58253464093888,2.025,-1.0484006388605904,0.0,0.0,7078.301327391684,7078.301327391683,0.0,7078.301327391684,51.31768462358971,0.029,0.0,no_control,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
55,197,2024-01-03 01:15:00,1.0,6.157778204090206,0.0,0.0,0.0,1.0,0.0,0.0,6.158972282260489,24.58244190955537,2.05,-0.8753137644966409,0.0,0.0,7085.856993822439,7085.856993822438,0.0,7085.856993822439,51.37246320521269,0.029,0.0,no_control,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
56,198,2024-01-03 01:30:00,1.0,6.158574264583476,0.0,0.0,0.0,1.0,0.0,0.0,6.1597682851544135,24.582367018916813,2.075,-0.7026811473822282,0.0,0.0,7094.128261315946,7094.128261315945,0.0,7094.128261315946,51.43242989454061,0.029,0.0,no_control,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
57,199,2024-01-03 01:45:00,1.0,6.1593702865894535,0.0,0.0,0.0,1.0,0.0,0.0,6.160564250657309,24.582312375622266,2.1,-0.5305070033018727,0.0,0.0,7103.2005439874765,7103.2005439874765,0.0,7103.2005439874765,51.49820394390921,0.029,0.0,no_control,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
58,200,2024-01-03 02:00:00,1.0,6.160166270795117,0.0,0.0,0.0,1.0,0.0,0.0,6.161360179645559,24.582274717936667,2.125,-0.7739034957602298,0.0,0.0,7090.618116463995,7090.618116463994,0.0,7090.618116463995,51.40698134436396,0.029,0.0,no_control,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
59,201,2024-01-03 02:15:00,1.0,6.160962218030246,0.0,0.0,0.0,1.0,0.0,0.0,6.162156072854589,24.582254419084112,2.1500000000000004,-1.019196606327188,0.0,0.0,7079.522152671903,7079.522152671903,0.0,7079.522152671903,51.3265356068713,0.029,0.0,no_control,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
60,202,2024-01-03 02:30:00,1.0,6.161758129106755,0.0,0.0,0.0,1.0,0.0,0.0,6.16295193103592,24.582250383790775,2.1750000000000003,-1.2663917220878866,0.0,0.0,7069.702323894548,7069.702323894547,0.0,7069.702323894548,51.255341848235474,0.029,0.0,no_control,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
61,203,2024-01-03 02:45:00,1.0,6.162554004820514,0.0,0.0,0.0,1.0,0.0,0.0,6.163747754893716,24.582259879848795,2.2,-1.515492125528417,0.0,0.0,7060.977046620862,7060.977046620861,0.0,7060.977046620862,51.19208358800125,0.029,0.0,no_control,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
62,204,2024-01-03 03:00:00,1.0,6.163349845809866,0.0,0.0,0.0,1.0,0.0,0.0,6.164543545014062,24.582270332486345,2.1500000000000004,-1.3551606473147824,0.0,0.0,7066.467656630217,7066.467656630217,0.0,7066.467656630217,51.23189051056907,0.029,0.0,no_control,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
63,205,2024-01-03 03:15:00,1.0,6.164145652819445,0.0,0.0,0.0,1.0,0.0,0.0,6.165339301439722,24.582280847274372,2.1,-1.1962581739235625,0.0,0.0,7072.362489696746,7072.362489696746,0.0,7072.362489696746,51.27462805030141,0.029,0.0,no_control,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
64,206,2024-01-03 03:30:00,1.0,6.164941426073056,0.0,0.0,0.0,1.0,0.0,0.0,6.1661350241748,24.582290150749014,2.05,-1.0387723733844938,0.0,0.0,7078.696709671385,7078.696709671385,0.0,7078.696709671385,51.32055114511755,0.029,0.0,no_control,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
65,207,2024-01-03 03:45:00,1.0,6.165737165689065,0.0,0.0,0.0,1.0,0.0,0.0,6.166930713168387,24.5822977238486,2.0,-0.8826855317331079,0.0,0.0,7085.515119460746,7085.515119460747,0.0,7085.515119460746,51.36998461609041,0.029,0.0,no_control,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
66,208,2024-01-03 04:00:00,1.0,6.166532871549461,0.0,0.0,0.0,1.0,0.0,0.0,6.16772636834715,24.582313224515243,2.0,-0.8826855317331079,0.0,0.0,7085.515089719968,7085.515089719967,0.0,7085.515089719968,51.369984400469775,0.029,0.0,no_control,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
67,209,2024-01-03 04:15:00,1.0,6.167328543639091,0.0,0.0,0.0,1.0,0.0,0.0,6.168521990055041,24.58234274604741,2.0,-0.8826855317331079,0.0,0.0,7085.515285538617,7085.515285538616,0.0,7085.515285538617,51.36998582015497,0.029,0.0,no_control,0.029,0.0,1.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
