step,simulation_step,timestamp,soc,tes_avg_temp_c,tes_set_echo,ite_set_echo,chiller_t_set_echo,tes_use_avail_echo,tes_source_avail_echo,chiller_avail_echo,tes_use_side_kw,tes_source_side_kw,tes_tank_temp_c,zone_temp_c,outdoor_drybulb_c,outdoor_wetbulb_c,chiller_electricity_kw,chiller_cooling_kw,facility_electricity_kw,purchased_electricity_kw,pv_kw,grid_import_kw,pv_adjusted_cost,price_per_kwh,tes_set_command
406,26614,2024-10-05 05:30:00,0.0,19.386315277852614,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,19.386718417607753,25.51865529739234,18.0,16.398686525381105,2078.646260500112,6864.504486094614,9933.06181175394,9933.06181175394,0.0,9933.06181175394,72.01469813521607,0.029,0.0
407,26615,2024-10-05 05:45:00,0.0,19.38658432250973,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,19.386984707761727,25.511450373152037,18.0,16.483746817291134,2079.8437700873133,6865.188306383119,9930.791844380608,9930.791844380605,0.0,9930.791844380608,71.99824087175942,0.029,0.0
408,26616,2024-10-05 06:00:00,0.0,19.386851563644232,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,19.38725067349138,25.513372449171325,18.0,16.538044808640212,2073.4743892503707,6841.948531919719,9922.630842380226,9922.630842380226,189.12,9733.510842380225,70.56795360725664,0.029,0.0
409,26617,2024-10-05 06:15:00,0.0,19.387117691594828,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,19.387516711166842,25.53780300869579,18.0,16.592340025840077,2070.4333407470285,6829.740734894027,9916.832878518431,9916.832878518433,0.0,9916.832878518431,71.89703836925862,0.029,0.0
410,26618,2024-10-05 06:30:00,0.0,19.387383693289554,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,19.387783798255793,25.571882241996658,18.0,16.646623134752325,2069.577039126556,6824.70338063741,9913.943928195566,9913.943928195564,0.0,9913.943928195566,71.87609347941786,0.029,0.0
411,26619,2024-10-05 06:45:00,0.0,19.387650255670355,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,19.388052353723833,25.610075020036142,18.0,16.70089054638424,2069.660339079293,6822.725109935684,9912.337241351159,9912.337241351159,0.0,9912.337241351159,71.86444499979591,0.029,0.0
412,26620,2024-10-05 07:00:00,0.0,19.387918076966322,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,19.38832255614562,25.62442252033339,18.0,16.86667882911383,2075.366999763976,6834.713873103352,9907.47999596947,9907.47999596947,1357.68,8549.79999596947,61.98604997077866,0.029,0.0
413,26621,2024-10-05 07:15:00,0.0,19.3881874559163,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,19.388593369926348,25.628355410945336,18.0,17.031472593177707,2079.3890293258737,6840.471829403819,9906.458358135087,9906.458358135085,0.0,9906.458358135087,71.82182309647939,0.029,0.0
414,26622,2024-10-05 07:30:00,0.0,19.38845796400938,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,19.388864342767064,25.62796270490807,18.0,17.19528280684613,2082.5142547067585,6842.928446685206,9904.57233581623,9904.57233581623,0.0,9904.57233581623,71.80814943466767,0.029,0.0
415,26623,2024-10-05 07:45:00,0.0,19.38872885732034,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,19.38913528681313,25.625688512537604,18.0,17.358125371556312,2085.332622450027,6844.036989445487,9902.392998604184,9902.392998604184,0.0,9902.392998604184,71.79234923988034,0.029,0.0
