step,simulation_step,timestamp,controller,price_per_kwh,pv_kw,soc,tes_set,q_tes_net_kw_th_pred,q_chiller_kw_th_pred,solver_status,solver_time_s,fallback,fallback_reason,tes_set_written
126,26334,2024-10-02 07:30:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
127,26335,2024-10-02 07:45:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
128,26336,2024-10-02 08:00:00,no_mpc,0.15,2195.16,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
129,26337,2024-10-02 08:15:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
130,26338,2024-10-02 08:30:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
131,26339,2024-10-02 08:45:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
132,26340,2024-10-02 09:00:00,no_mpc,0.15,3202.38,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
133,26341,2024-10-02 09:15:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
134,26342,2024-10-02 09:30:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
135,26343,2024-10-02 09:45:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
136,26344,2024-10-02 10:00:00,no_mpc,0.15,3781.14,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
137,26345,2024-10-02 10:15:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
138,26346,2024-10-02 10:30:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
139,26347,2024-10-02 10:45:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
140,26348,2024-10-02 11:00:00,no_mpc,0.083,3952.2,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
141,26349,2024-10-02 11:15:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
142,26350,2024-10-02 11:30:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
143,26351,2024-10-02 11:45:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
144,26352,2024-10-02 12:00:00,no_mpc,0.029,3433.38,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
145,26353,2024-10-02 12:15:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
146,26354,2024-10-02 12:30:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
147,26355,2024-10-02 12:45:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
148,26356,2024-10-02 13:00:00,no_mpc,0.083,2171.46,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
149,26357,2024-10-02 13:15:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
150,26358,2024-10-02 13:30:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
151,26359,2024-10-02 13:45:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
152,26360,2024-10-02 14:00:00,no_mpc,0.083,2328.42,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
153,26361,2024-10-02 14:15:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
154,26362,2024-10-02 14:30:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
155,26363,2024-10-02 14:45:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
156,26364,2024-10-02 15:00:00,no_mpc,0.083,979.8,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
157,26365,2024-10-02 15:15:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
158,26366,2024-10-02 15:30:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
159,26367,2024-10-02 15:45:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
160,26368,2024-10-02 16:00:00,no_mpc,0.083,450.06,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
161,26369,2024-10-02 16:15:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
162,26370,2024-10-02 16:30:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
163,26371,2024-10-02 16:45:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
164,26372,2024-10-02 17:00:00,no_mpc,0.15,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
165,26373,2024-10-02 17:15:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
166,26374,2024-10-02 17:30:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
167,26375,2024-10-02 17:45:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
168,26376,2024-10-02 18:00:00,no_mpc,0.15,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
169,26377,2024-10-02 18:15:00,no_mpc,0.029,0.0,0.0,0.0,0.0,0.0,not_used,0.0,False,,0.0
